Material_type,Core_size_nm,Hydro_size_nm,Surface_charge_mV,Surface_area_m2g,Formation_enthalpy_eV,Conduction_band_eV,Valence_band_eV,Electronegativity_eV,Exposure_time_hr,Exposure_dose_ug_per_ml,Assay,Cell_name,Cell_origin,Cell_species,Cell_type,Toxicity
CeO2,5.0,200.0,33.4,166.2049861,-11.284,-3.8,-7.45,5.65,24.0,200.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
CeO2,5.0,200.0,33.4,166.2049861,-11.284,-3.8,-7.45,5.65,24.0,400.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
CeO2,5.0,200.0,33.4,166.2049861,-11.284,-3.8,-7.45,5.65,24.0,800.0,MTS,Jurkat,Blood,Human,Cancer,Toxic
TiO2,6.0,31.0,47.0,236.4066194,-9.779,-4.16,-7.49,5.77,24.0,0.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
TiO2,6.0,31.0,47.0,236.4066194,-9.779,-4.16,-7.49,5.77,24.0,25.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
TiO2,6.0,31.0,47.0,236.4066194,-9.779,-4.16,-7.49,5.77,24.0,50.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
TiO2,6.0,31.0,47.0,236.4066194,-9.779,-4.16,-7.49,5.77,24.0,100.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
TiO2,6.0,31.0,47.0,236.4066194,-9.779,-4.16,-7.49,5.77,24.0,200.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
TiO2,6.0,31.0,47.0,236.4066194,-9.779,-4.16,-7.49,5.77,24.0,400.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
TiO2,6.0,31.0,47.0,236.4066194,-9.779,-4.16,-7.49,5.77,24.0,800.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
Y2O3,40.0,295.0,25.1,29.82107356,-19.748,-2.35,-8.2,5.41,24.0,0.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
Y2O3,40.0,295.0,25.1,29.82107356,-19.748,-2.35,-8.2,5.41,24.0,25.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
Y2O3,40.0,295.0,25.1,29.82107356,-19.748,-2.35,-8.2,5.41,24.0,50.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
Y2O3,40.0,295.0,25.1,29.82107356,-19.748,-2.35,-8.2,5.41,24.0,100.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
Y2O3,40.0,295.0,25.1,29.82107356,-19.748,-2.35,-8.2,5.41,24.0,200.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
Y2O3,40.0,295.0,25.1,29.82107356,-19.748,-2.35,-8.2,5.41,24.0,400.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
Y2O3,40.0,295.0,25.1,29.82107356,-19.748,-2.35,-8.2,5.41,24.0,800.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
TiO2,15.0,226.0,-33.8,146.0,-9.779,-4.16,-7.49,5.77,24.0,0.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,15.0,226.0,-33.8,146.0,-9.779,-4.16,-7.49,5.77,24.0,15.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,15.0,226.0,-33.8,146.0,-9.779,-4.16,-7.49,5.77,24.0,30.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,15.0,226.0,-33.8,146.0,-9.779,-4.16,-7.49,5.77,24.0,60.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,15.0,226.0,-33.8,146.0,-9.779,-4.16,-7.49,5.77,24.0,120.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,61.0,1094.0,-32.6,61.0,-9.779,-4.16,-7.49,5.77,24.0,0.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,61.0,1094.0,-32.6,61.0,-9.779,-4.16,-7.49,5.77,24.0,15.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,61.0,1094.0,-32.6,61.0,-9.779,-4.16,-7.49,5.77,24.0,30.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,61.0,1094.0,-32.6,61.0,-9.779,-4.16,-7.49,5.77,24.0,60.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,61.0,1094.0,-32.6,61.0,-9.779,-4.16,-7.49,5.77,24.0,120.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,135.0,1275.0,-33.7,41.0,-9.779,-4.16,-7.49,5.77,24.0,0.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,135.0,1275.0,-33.7,41.0,-9.779,-4.16,-7.49,5.77,24.0,15.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,135.0,1275.0,-33.7,41.0,-9.779,-4.16,-7.49,5.77,24.0,30.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,135.0,1275.0,-33.7,41.0,-9.779,-4.16,-7.49,5.77,24.0,60.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,135.0,1275.0,-33.7,41.0,-9.779,-4.16,-7.49,5.77,24.0,120.0,Trypan blue,A549,Lung,Human,Cancer,Toxic
TiO2,30.0,1398.0,-36.4,61.0,-9.779,-4.16,-7.49,5.77,24.0,0.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,30.0,1398.0,-36.4,61.0,-9.779,-4.16,-7.49,5.77,24.0,15.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,30.0,1398.0,-36.4,61.0,-9.779,-4.16,-7.49,5.77,24.0,30.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,30.0,1398.0,-36.4,61.0,-9.779,-4.16,-7.49,5.77,24.0,60.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,30.0,1398.0,-36.4,61.0,-9.779,-4.16,-7.49,5.77,24.0,120.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,21.0,325.0,-33.1,55.0,-9.779,-4.16,-7.49,5.77,24.0,0.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,21.0,325.0,-33.1,55.0,-9.779,-4.16,-7.49,5.77,24.0,15.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,21.0,325.0,-33.1,55.0,-9.779,-4.16,-7.49,5.77,24.0,30.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,21.0,325.0,-33.1,55.0,-9.779,-4.16,-7.49,5.77,24.0,60.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,21.0,325.0,-33.1,55.0,-9.779,-4.16,-7.49,5.77,24.0,120.0,Trypan blue,A549,Lung,Human,Cancer,Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,1.0,516.33,CCK-8,Fibroblast,Lung,Human,Normal,Non-Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,1.0,602.39,CCK-8,Fibroblast,Lung,Human,Normal,Non-Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,1.0,688.44,CCK-8,Fibroblast,Lung,Human,Normal,Non-Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,1.0,774.5,CCK-8,Fibroblast,Lung,Human,Normal,Non-Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,1.0,860.55,CCK-8,Fibroblast,Lung,Human,Normal,Non-Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,2.0,516.33,CCK-8,Fibroblast,Lung,Human,Normal,Non-Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,2.0,602.39,CCK-8,Fibroblast,Lung,Human,Normal,Non-Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,2.0,688.44,CCK-8,Fibroblast,Lung,Human,Normal,Non-Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,2.0,774.5,CCK-8,Fibroblast,Lung,Human,Normal,Non-Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,2.0,860.55,CCK-8,Fibroblast,Lung,Human,Normal,Non-Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,24.0,516.33,CCK-8,Fibroblast,Lung,Human,Normal,Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,24.0,602.39,CCK-8,Fibroblast,Lung,Human,Normal,Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,24.0,688.44,CCK-8,Fibroblast,Lung,Human,Normal,Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,24.0,774.5,CCK-8,Fibroblast,Lung,Human,Normal,Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,24.0,860.55,CCK-8,Fibroblast,Lung,Human,Normal,Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,0.0,MTT,SKMDC,Muscle,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,0.5,MTT,SKMDC,Muscle,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,1.0,MTT,SKMDC,Muscle,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,5.0,MTT,SKMDC,Muscle,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,10.0,MTT,SKMDC,Muscle,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,25.0,MTT,SKMDC,Muscle,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,50.0,MTT,SKMDC,Muscle,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,125.0,MTT,SKMDC,Muscle,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,250.0,MTT,SKMDC,Muscle,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,500.0,MTT,SKMDC,Muscle,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,0.0,MTT,Fibroblast,Lung,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,0.5,MTT,Fibroblast,Lung,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,1.0,MTT,Fibroblast,Lung,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,5.0,MTT,Fibroblast,Lung,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,10.0,MTT,Fibroblast,Lung,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,25.0,MTT,Fibroblast,Lung,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,50.0,MTT,Fibroblast,Lung,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,125.0,MTT,Fibroblast,Lung,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,250.0,MTT,Fibroblast,Lung,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,500.0,MTT,Fibroblast,Lung,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,0.0,MTT,HUVECs,Umbilical vein,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,0.5,MTT,HUVECs,Umbilical vein,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,1.0,MTT,HUVECs,Umbilical vein,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,5.0,MTT,HUVECs,Umbilical vein,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,10.0,MTT,HUVECs,Umbilical vein,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,25.0,MTT,HUVECs,Umbilical vein,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,50.0,MTT,HUVECs,Umbilical vein,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,125.0,MTT,HUVECs,Umbilical vein,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,250.0,MTT,HUVECs,Umbilical vein,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,500.0,MTT,HUVECs,Umbilical vein,Human,Normal,Non-Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,24.0,1.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,24.0,5.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,24.0,10.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,24.0,25.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,24.0,75.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,24.0,100.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
