Material_type,Core_size_nm,Hydro_size_nm,Surface_charge_mV,Surface_area_m2g,Formation_enthalpy_eV,Conduction_band_eV,Valence_band_eV,Electronegativity_eV,Exposure_time_hr,Exposure_dose_ug_per_ml,Assay,Cell_name,Cell_origin,Cell_species,Cell_type,Toxicity
CuO,46.0,146.0,-13.1,17.2,-1.609,-5.17,-6.51,5.87,24.0,17.5,CFA,A549,Lung,Human,Cancer,Non-Toxic
TiO2,24.0,400.0,-12.0,46.0,-9.779,-4.16,-7.49,5.77,24.0,1.0,CFA,A549,Lung,Human,Cancer,Non-Toxic
TiO2,24.0,400.0,-12.0,46.0,-9.779,-4.16,-7.49,5.77,24.0,7.5,CFA,A549,Lung,Human,Cancer,Non-Toxic
TiO2,24.0,400.0,-12.0,46.0,-9.779,-4.16,-7.49,5.77,24.0,25.0,CFA,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,16.8,1540.0,33.6,56.0,-11.59,-5.0,-6.85,5.78,24.0,0.0,CellTilter-Glo,Caco-2,Colon,Human,Cancer,Non-Toxic
Fe3O4,16.8,1540.0,33.6,56.0,-11.59,-5.0,-6.85,5.78,24.0,100.0,CellTilter-Glo,Caco-2,Colon,Human,Cancer,Non-Toxic
Fe3O4,16.8,1540.0,33.6,56.0,-11.59,-5.0,-6.85,5.78,24.0,200.0,CellTilter-Glo,Caco-2,Colon,Human,Cancer,Non-Toxic
Fe3O4,16.8,1540.0,33.6,56.0,-11.59,-5.0,-6.85,5.78,24.0,400.0,CellTilter-Glo,Caco-2,Colon,Human,Cancer,Non-Toxic
Fe3O4,16.8,1540.0,33.6,56.0,-11.59,-5.0,-6.85,5.78,24.0,600.0,CellTilter-Glo,Caco-2,Colon,Human,Cancer,Non-Toxic
Fe3O4,16.8,1540.0,33.6,56.0,-11.59,-5.0,-6.85,5.78,24.0,0.0,CellTilter-Glo,HEK293,Kidney,Human,Normal,Non-Toxic
Fe3O4,16.8,1540.0,33.6,56.0,-11.59,-5.0,-6.85,5.78,24.0,100.0,CellTilter-Glo,HEK293,Kidney,Human,Normal,Non-Toxic
Fe3O4,16.8,1540.0,33.6,56.0,-11.59,-5.0,-6.85,5.78,24.0,200.0,CellTilter-Glo,HEK293,Kidney,Human,Normal,Non-Toxic
Fe3O4,16.8,1540.0,33.6,56.0,-11.59,-5.0,-6.85,5.78,24.0,400.0,CellTilter-Glo,HEK293,Kidney,Human,Normal,Non-Toxic
Fe3O4,16.8,1540.0,33.6,56.0,-11.59,-5.0,-6.85,5.78,24.0,600.0,CellTilter-Glo,HEK293,Kidney,Human,Normal,Non-Toxic
TiO2,21.0,477.7,-10.1,29.96,-9.779,-4.16,-7.49,5.77,48.0,0.0,Flow cytometry,Fibroblast,Lung,Human,Normal,Non-Toxic
TiO2,21.0,477.7,-10.1,29.96,-9.779,-4.16,-7.49,5.77,48.0,10.0,Flow cytometry,Fibroblast,Lung,Human,Normal,Non-Toxic
TiO2,21.0,477.7,-10.1,29.96,-9.779,-4.16,-7.49,5.77,48.0,46.4,Flow cytometry,Fibroblast,Lung,Human,Normal,Non-Toxic
TiO2,21.0,477.7,-10.1,29.96,-9.779,-4.16,-7.49,5.77,48.0,100.0,Flow cytometry,Fibroblast,Lung,Human,Normal,Non-Toxic
TiO2,21.0,477.7,-10.1,29.96,-9.779,-4.16,-7.49,5.77,48.0,0.0,Flow cytometry,Keratinocyte,Skin,Human,Normal,Non-Toxic
TiO2,21.0,477.7,-10.1,29.96,-9.779,-4.16,-7.49,5.77,48.0,10.0,Flow cytometry,Keratinocyte,Skin,Human,Normal,Non-Toxic
TiO2,21.0,477.7,-10.1,29.96,-9.779,-4.16,-7.49,5.77,48.0,46.4,Flow cytometry,Keratinocyte,Skin,Human,Normal,Non-Toxic
TiO2,21.0,477.7,-10.1,29.96,-9.779,-4.16,-7.49,5.77,48.0,100.0,Flow cytometry,Keratinocyte,Skin,Human,Normal,Non-Toxic
TiO2,6.0,31.0,47.0,236.4066194,-9.779,-4.16,-7.49,5.77,24.0,0.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
TiO2,6.0,31.0,47.0,236.4066194,-9.779,-4.16,-7.49,5.77,24.0,25.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
TiO2,6.0,31.0,47.0,236.4066194,-9.779,-4.16,-7.49,5.77,24.0,50.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
TiO2,6.0,31.0,47.0,236.4066194,-9.779,-4.16,-7.49,5.77,24.0,100.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
TiO2,6.0,31.0,47.0,236.4066194,-9.779,-4.16,-7.49,5.77,24.0,200.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
TiO2,6.0,31.0,47.0,236.4066194,-9.779,-4.16,-7.49,5.77,24.0,400.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
TiO2,6.0,31.0,47.0,236.4066194,-9.779,-4.16,-7.49,5.77,24.0,800.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
TiO2,15.0,226.0,-33.8,146.0,-9.779,-4.16,-7.49,5.77,24.0,0.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,15.0,226.0,-33.8,146.0,-9.779,-4.16,-7.49,5.77,24.0,15.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,15.0,226.0,-33.8,146.0,-9.779,-4.16,-7.49,5.77,24.0,30.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,15.0,226.0,-33.8,146.0,-9.779,-4.16,-7.49,5.77,24.0,60.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,15.0,226.0,-33.8,146.0,-9.779,-4.16,-7.49,5.77,24.0,120.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,61.0,1094.0,-32.6,61.0,-9.779,-4.16,-7.49,5.77,24.0,0.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,61.0,1094.0,-32.6,61.0,-9.779,-4.16,-7.49,5.77,24.0,15.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,61.0,1094.0,-32.6,61.0,-9.779,-4.16,-7.49,5.77,24.0,30.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,61.0,1094.0,-32.6,61.0,-9.779,-4.16,-7.49,5.77,24.0,60.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,61.0,1094.0,-32.6,61.0,-9.779,-4.16,-7.49,5.77,24.0,120.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,135.0,1275.0,-33.7,41.0,-9.779,-4.16,-7.49,5.77,24.0,0.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,135.0,1275.0,-33.7,41.0,-9.779,-4.16,-7.49,5.77,24.0,15.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,135.0,1275.0,-33.7,41.0,-9.779,-4.16,-7.49,5.77,24.0,30.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,135.0,1275.0,-33.7,41.0,-9.779,-4.16,-7.49,5.77,24.0,60.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,135.0,1275.0,-33.7,41.0,-9.779,-4.16,-7.49,5.77,24.0,120.0,Trypan blue,A549,Lung,Human,Cancer,Toxic
TiO2,30.0,1398.0,-36.4,61.0,-9.779,-4.16,-7.49,5.77,24.0,0.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,30.0,1398.0,-36.4,61.0,-9.779,-4.16,-7.49,5.77,24.0,15.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,30.0,1398.0,-36.4,61.0,-9.779,-4.16,-7.49,5.77,24.0,30.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,30.0,1398.0,-36.4,61.0,-9.779,-4.16,-7.49,5.77,24.0,60.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,30.0,1398.0,-36.4,61.0,-9.779,-4.16,-7.49,5.77,24.0,120.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,21.0,325.0,-33.1,55.0,-9.779,-4.16,-7.49,5.77,24.0,0.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,21.0,325.0,-33.1,55.0,-9.779,-4.16,-7.49,5.77,24.0,15.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,21.0,325.0,-33.1,55.0,-9.779,-4.16,-7.49,5.77,24.0,30.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,21.0,325.0,-33.1,55.0,-9.779,-4.16,-7.49,5.77,24.0,60.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,21.0,325.0,-33.1,55.0,-9.779,-4.16,-7.49,5.77,24.0,120.0,Trypan blue,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,24.0,1.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,24.0,5.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,24.0,10.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,24.0,25.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,24.0,75.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,24.0,100.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,24.0,250.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,48.0,1.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,48.0,5.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,48.0,10.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,48.0,25.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,48.0,75.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,48.0,100.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,48.0,250.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,72.0,1.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,72.0,5.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,72.0,10.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,72.0,25.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,72.0,75.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,72.0,100.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,72.0,250.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,24.0,1.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,24.0,5.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,24.0,10.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,24.0,25.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,24.0,75.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,24.0,100.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,24.0,250.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,48.0,1.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,48.0,5.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,48.0,10.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,48.0,25.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,48.0,75.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,48.0,100.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,48.0,250.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,72.0,1.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,72.0,5.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,72.0,10.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,72.0,25.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,72.0,75.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,72.0,100.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,72.0,250.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,24.0,1.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,24.0,5.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,24.0,10.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,24.0,25.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,24.0,75.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,24.0,100.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,24.0,250.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,48.0,1.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,48.0,5.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,48.0,10.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,48.0,25.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,48.0,75.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,48.0,100.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,48.0,250.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,72.0,1.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,72.0,5.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,72.0,10.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,72.0,25.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,72.0,75.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,72.0,100.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,72.0,250.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,24.0,1.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,24.0,5.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,24.0,10.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,24.0,25.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,24.0,75.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,24.0,100.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,24.0,250.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,48.0,1.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,48.0,5.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,48.0,10.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,48.0,25.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,48.0,75.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,48.0,100.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,48.0,250.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,72.0,1.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,72.0,5.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,72.0,10.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,72.0,25.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,72.0,75.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,72.0,100.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,72.0,250.0,MTT,A549,Lung,Human,Cancer,Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,24.0,1.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,24.0,5.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,24.0,10.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,24.0,25.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,24.0,75.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,24.0,100.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,24.0,250.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,48.0,1.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,48.0,5.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,48.0,10.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,48.0,25.0,MTT,A549,Lung,Human,Cancer,Toxic
