Material_type,Core_size_nm,Hydro_size_nm,Surface_charge_mV,Surface_area_m2g,Formation_enthalpy_eV,Conduction_band_eV,Valence_band_eV,Electronegativity_eV,Exposure_time_hr,Exposure_dose_ug_per_ml,Assay,Cell_name,Cell_origin,Cell_species,Cell_type,Toxicity
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,48.0,75.0,MTT,HepG2,Lung,Human,Cancer,Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,48.0,100.0,MTT,HepG2,Lung,Human,Cancer,Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,48.0,250.0,MTT,HepG2,Lung,Human,Cancer,Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,72.0,1.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,72.0,5.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,72.0,10.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,72.0,25.0,MTT,HepG2,Lung,Human,Cancer,Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,72.0,75.0,MTT,HepG2,Lung,Human,Cancer,Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,72.0,100.0,MTT,HepG2,Lung,Human,Cancer,Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,72.0,250.0,MTT,HepG2,Lung,Human,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,24.0,1.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,24.0,5.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,24.0,10.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,24.0,25.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,24.0,75.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,24.0,100.0,MTT,HepG2,Lung,Human,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,24.0,250.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,48.0,1.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,48.0,5.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,48.0,10.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,48.0,25.0,MTT,HepG2,Lung,Human,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,48.0,75.0,MTT,HepG2,Lung,Human,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,48.0,100.0,MTT,HepG2,Lung,Human,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,48.0,250.0,MTT,HepG2,Lung,Human,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,72.0,1.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,72.0,5.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,72.0,10.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,72.0,25.0,MTT,HepG2,Lung,Human,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,72.0,75.0,MTT,HepG2,Lung,Human,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,72.0,100.0,MTT,HepG2,Lung,Human,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,72.0,250.0,MTT,HepG2,Lung,Human,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,24.0,1.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,24.0,5.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,24.0,10.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,24.0,25.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,24.0,75.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,24.0,100.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,24.0,250.0,MTT,HepG2,Lung,Human,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,48.0,1.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,48.0,5.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,48.0,10.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,48.0,25.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,48.0,75.0,MTT,HepG2,Lung,Human,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,48.0,100.0,MTT,HepG2,Lung,Human,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,48.0,250.0,MTT,HepG2,Lung,Human,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,72.0,1.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,72.0,5.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,72.0,10.0,MTT,HepG2,Lung,Human,Cancer,Non-Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,72.0,25.0,MTT,HepG2,Lung,Human,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,72.0,75.0,MTT,HepG2,Lung,Human,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,72.0,100.0,MTT,HepG2,Lung,Human,Cancer,Toxic
M2O3,28.0,218.0,24.7,30.7,-8.91,-4.65,-7.63,5.92,72.0,250.0,MTT,HepG2,Lung,Human,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,24.0,1.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,24.0,5.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,24.0,10.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,24.0,25.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,24.0,75.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,24.0,100.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,24.0,250.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,48.0,1.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,48.0,5.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,48.0,10.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,48.0,25.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,48.0,75.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,48.0,100.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,48.0,250.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,72.0,1.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,72.0,5.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,72.0,10.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,72.0,25.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,72.0,75.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,72.0,100.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,225.0,28.5,30.6,-8.91,-4.65,-7.63,5.92,72.0,250.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,24.0,1.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,24.0,5.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,24.0,10.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,24.0,25.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,24.0,75.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,24.0,100.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,24.0,250.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,48.0,1.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,48.0,5.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,48.0,10.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,48.0,25.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,48.0,75.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,48.0,100.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,48.0,250.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,72.0,1.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,72.0,5.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,72.0,10.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,72.0,25.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,72.0,75.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,72.0,100.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,247.0,-11.2,19.6,-8.91,-4.65,-7.63,5.92,72.0,250.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,24.0,1.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,24.0,5.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,24.0,10.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,24.0,25.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,24.0,75.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,24.0,100.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,24.0,250.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,48.0,1.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,48.0,5.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,48.0,10.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,48.0,25.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,48.0,75.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,48.0,100.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,48.0,250.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,72.0,1.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,72.0,5.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,72.0,10.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,72.0,25.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,72.0,75.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,72.0,100.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,1000.0,2.1,9.3,-8.91,-4.65,-7.63,5.92,72.0,250.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,24.0,1.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,24.0,5.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,24.0,10.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,24.0,25.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,24.0,75.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,24.0,100.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,24.0,250.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,48.0,1.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,48.0,5.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,48.0,10.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,48.0,25.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,48.0,75.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,48.0,100.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,48.0,250.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,72.0,1.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,72.0,5.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,72.0,10.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,72.0,25.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,72.0,75.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,72.0,100.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,30.0,258.0,32.5,36.0,-8.91,-4.65,-7.63,5.92,72.0,250.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,24.0,1.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,24.0,5.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,24.0,10.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,24.0,25.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,24.0,75.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,24.0,100.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,24.0,250.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,48.0,1.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,48.0,5.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,48.0,10.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,48.0,25.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,48.0,75.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,48.0,100.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,48.0,250.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,72.0,1.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,72.0,5.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,72.0,10.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,72.0,25.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,72.0,75.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,72.0,100.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,35.0,236.0,33.2,40.0,-8.91,-4.65,-7.63,5.92,72.0,250.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,24.0,1.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,24.0,5.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,24.0,10.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,24.0,25.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,24.0,75.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,24.0,100.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,24.0,250.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,48.0,1.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,48.0,5.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,48.0,10.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,48.0,25.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,48.0,75.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,48.0,100.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,48.0,250.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,72.0,1.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,72.0,5.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,72.0,10.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,72.0,25.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,72.0,75.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,72.0,100.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,50.0,244.0,29.1,28.9,-8.91,-4.65,-7.63,5.92,72.0,250.0,MTT,J774A.1,Blood,Mouse,Cancer,Toxic
M2O3,100.0,237.0,28.3,29.4,-8.91,-4.65,-7.63,5.92,24.0,1.0,MTT,J774A.1,Blood,Mouse,Cancer,Non-Toxic
